class,fname,seconds,bytes
US,glb_S_021675_079_3253.flac,3.099958,89962
US,glb_S_021675_079_3254.flac,3.2,84911
US,glb_S_021675_079_3255.flac,1.7,49159
US,glb_S_021675_079_3256.flac,4.399958,123789
US,glb_S_021675_079_3257.flac,5.4,138212
US,glb_S_021675_079_3258.flac,5.8,156452
US,glb_S_021741_082_2254.flac,3.599958,100473
US,glb_S_021741_082_2255.flac,5.9,164308
US,glb_S_021741_082_2256.flac,3.0,76010
US,glb_S_021741_082_2257.flac,4.099958,108888
US,glb_S_021741_082_2258.flac,2.8,75435
US,glb_S_021741_082_2259.flac,5.100042,137026
US,glb_S_021741_082_2260.flac,4.2,115768
US,glb_S_021741_082_2261.flac,4.3,118065
US,glb_S_021741_082_2262.flac,3.5,90274
US,glb_S_021741_082_2263.flac,3.499958,92841
US,glb_S_021741_082_2264.flac,2.5,66021
US,glb_S_021741_082_2265.flac,4.7,120586
US,glb_S_021741_082_2266.flac,5.3,139334
US,glb_S_021741_082_2267.flac,4.9,124480
US,glb_S_021741_082_2268.flac,4.4,121394
US,glb_S_021741_082_2269.flac,5.5,141671
US,glb_S_021741_082_2270.flac,3.0,79485
US,glb_S_021741_082_2271.flac,4.5,120885
US,glb_S_021741_082_2272.flac,5.9,149904
US,glb_S_021747_083_525.flac,1.2,35500
US,glb_S_021747_083_526.flac,1.1,32795
US,glb_S_021747_083_527.flac,1.799958,52495
US,glb_S_021747_083_528.flac,2.1,55982
US,glb_S_021747_083_529.flac,0.9,30667
US,glb_S_021838_047_723.flac,3.6,96079
US,glb_S_021838_047_724.flac,4.5,114433
US,glb_S_021838_047_725.flac,4.8,124466
US,glb_S_021859_080_3934.flac,4.8,122557
US,glb_S_021859_080_3935.flac,2.0,55150
US,glb_S_021859_080_3936.flac,3.3,82555
US,glb_S_021859_080_3937.flac,4.2,111649
US,glb_S_021859_080_3938.flac,3.7,102192
US,glb_S_021859_080_3939.flac,3.4,85556
US,glb_S_021859_080_3940.flac,4.5,114081
US,glb_S_021859_080_3941.flac,3.199958,79674
US,glb_S_021865_038_564.flac,3.0,77272
US,glb_S_021865_038_565.flac,2.5,64593
US,glb_S_021865_038_566.flac,6.4,155294
US,glb_S_021865_038_567.flac,1.5,46181
US,glb_S_021866_015_1375.flac,4.3,112434
US,glb_S_021866_015_1376.flac,3.5,90839
US,glb_S_021866_015_1377.flac,5.1,132807
US,glb_S_021923_079_234.flac,5.1,140958
US,glb_S_021923_079_235.flac,2.5,73367
US,glb_S_021923_079_236.flac,2.3,71861
US,glb_S_021923_079_237.flac,3.7,107581
US,glb_S_021923_079_238.flac,3.4,97583
US,glb_S_021923_079_239.flac,5.1,141981
US,glb_S_021923_079_240.flac,3.799958,110488
US,glb_S_021923_079_241.flac,3.5,97414
US,glb_S_021923_079_242.flac,5.6,151639
US,glb_S_021923_079_243.flac,2.4,74539
US,glb_S_021923_079_244.flac,4.099958,113026
US,glb_S_021923_079_245.flac,3.6,104699
US,glb_S_021923_079_246.flac,4.0,115147
US,glb_S_021923_079_247.flac,3.5,90373
US,glb_S_021933_024_1827.flac,3.2,84920
US,glb_S_021933_024_1828.flac,0.9,29109
US,glb_S_021933_024_1829.flac,1.5,45518
US,glb_S_021962_089_2656.flac,3.099958,85629
US,glb_S_021962_089_2657.flac,2.5,73485
US,glb_S_021962_089_2658.flac,1.564,44745
US,glb_S_021962_089_2659.flac,4.2,109885
US,glb_S_021962_089_2660.flac,3.5,96360
US,glb_S_022006_084_1529.flac,2.3,61705
US,glb_S_022006_084_1530.flac,3.4,89070
US,glb_S_022006_084_1531.flac,2.399958,64332
US,glb_S_022006_084_1532.flac,4.1,110310
US,glb_S_022006_084_1533.flac,2.3,65332
US,glb_S_022021_027_4540.flac,6.400042,163885
US,glb_S_022021_027_4541.flac,3.0,90195
US,glb_S_022021_027_4542.flac,1.8,54749
US,glb_S_022021_027_4543.flac,3.899958,112256
US,glb_S_022021_027_4544.flac,3.299958,90169
US,glb_S_022021_027_4545.flac,4.199958,102001
US,glb_S_022021_027_4546.flac,3.0,79926
US,glb_S_022021_027_4547.flac,4.599958,120811
US,glb_S_022021_027_4548.flac,3.4,96019
US,glb_S_022021_027_4549.flac,4.300042,113164
US,glb_S_022021_027_4550.flac,4.2,112313
US,glb_S_022021_027_4551.flac,4.599958,127590
US,glb_S_022021_027_4552.flac,4.3,116507
US,glb_S_022021_027_4553.flac,6.1,165091
US,glb_S_022021_027_4554.flac,4.199958,111320
US,glb_S_022021_027_4555.flac,4.400042,117082
US,glb_S_022021_027_4556.flac,3.8,107890
US,glb_S_022021_027_4557.flac,3.8,110486
US,glb_S_022070_019_671.flac,4.8,128753
US,glb_S_022070_019_672.flac,4.3,115711
US,glb_S_022070_019_673.flac,2.5,62263
US,glb_S_022070_019_674.flac,1.4,40984
US,glb_S_022070_019_675.flac,4.000042,104651
US,glb_S_022223_077_1892.flac,4.9,126908
US,glb_S_022223_077_1893.flac,2.6,71937
US,glb_S_022223_077_1894.flac,3.4,87032
US,glb_S_022259_042_4262.flac,2.199958,61157
US,glb_S_022259_042_4263.flac,1.8,49109
US,glb_S_022268_072_3770.flac,3.392,84259
US,glb_S_022268_072_3771.flac,2.2,59077
US,glb_S_022322_092_2671.flac,2.8,79401
US,glb_S_022322_092_2672.flac,5.2,136938
US,glb_S_022328_091_1470.flac,3.1,85895
US,glb_S_022328_091_1471.flac,1.6,48699
US,glb_S_022380_067_4777.flac,3.1,89757
US,glb_S_022380_067_4778.flac,2.2,60204
US,glb_S_022380_067_4779.flac,2.7,80203
US,glb_S_022380_067_4780.flac,3.3,92924
US,glb_S_022384_015_4158.flac,1.4,44124
US,glb_S_022384_015_4159.flac,2.856042,75787
US,glb_S_022384_015_4160.flac,3.6,81196
US,glb_S_022437_072_529.flac,5.7,131977
US,glb_S_022437_072_530.flac,3.2,81243
US,glb_S_022437_072_531.flac,1.0,30094
US,glb_S_022437_072_532.flac,2.6,68264
US,glb_S_022460_054_3103.flac,2.7,71319
US,glb_S_022460_054_3104.flac,4.4,115768
US,glb_S_022484_021_279.flac,1.1,37552
US,glb_S_022484_021_280.flac,2.9,74897
US,glb_S_022484_021_281.flac,1.5,45044
US,glb_S_022484_021_282.flac,2.7,70886
US,glb_S_022484_021_283.flac,4.9,129130
US,glb_S_022520_061_2767.flac,3.9,96857
US,glb_S_022520_061_2769.flac,3.8,88901
US,glb_S_022520_061_2774.flac,2.9,79804
US,glb_S_022520_061_2775.flac,4.099958,102466
US,glb_S_022520_061_2780.flac,4.2,109009
US,glb_S_022520_061_2781.flac,4.5,108970
US,glb_S_022520_061_2782.flac,1.9,50615
US,glb_S_022520_061_2784.flac,1.9,48879
US,glb_S_022520_061_2785.flac,2.9,73207
US,glb_S_022520_061_2786.flac,2.9,80242
US,glb_S_022520_061_2789.flac,4.7,112048
US,glb_S_022520_061_2791.flac,2.3,64845
US,glb_S_022520_061_2793.flac,2.8,71956
US,glb_S_022520_061_2794.flac,3.499958,92592
US,glb_S_022520_061_2796.flac,2.2,64450
US,glb_S_022520_061_2798.flac,5.7,140446
US,glb_S_022520_061_2801.flac,2.8,76317
US,glb_S_022520_061_2802.flac,4.756,117018
US,glb_S_022520_061_2803.flac,2.5,66333
US,glb_S_022520_061_2805.flac,3.6,87983
US,glb_S_022530_093_189.flac,4.199958,122736
US,glb_S_022530_093_190.flac,5.8,161389
US,glb_S_022530_093_191.flac,6.3,178934
US,glb_S_022530_093_192.flac,3.7,101421
US,glb_S_022530_093_193.flac,2.4,69410
US,glb_S_022530_093_194.flac,1.8,54716
US,glb_S_022530_093_195.flac,3.6,104179
US,glb_S_022530_093_196.flac,3.2,92651
US,glb_S_022530_093_197.flac,5.100042,137237
US,glb_S_022530_093_198.flac,3.499958,101734
US,glb_S_022530_093_199.flac,2.9,81024
US,glb_S_022579_068_1709.flac,3.4,92883
US,glb_S_022579_068_1710.flac,4.0,99966
US,glb_S_022579_068_1711.flac,3.5,89135
US,glb_S_022590_085_2393.flac,2.0,54289
US,glb_S_022590_085_2394.flac,4.9,118470
US,glb_S_022590_085_2399.flac,2.4,55284
US,glb_S_022590_085_2410.flac,4.2,105459
US,glb_S_022590_085_2411.flac,2.5,70169
US,glb_S_022590_085_2412.flac,1.599958,48203
US,glb_S_022590_085_2418.flac,2.8,72409
US,glb_S_022590_085_2433.flac,3.0,80505
US,glb_S_022590_085_2441.flac,2.7,69692
US,glb_S_022590_085_2451.flac,2.6,76339
US,glb_S_022590_085_2459.flac,1.5,46188
US,glb_S_022590_085_2482.flac,2.8,74799
US,glb_S_022590_085_2485.flac,3.3,89790
US,glb_S_022590_085_2492.flac,2.3,63711
US,glb_S_022590_085_2497.flac,1.399958,38891
US,glb_S_022590_085_2519.flac,1.9,50885
US,glb_S_022590_085_2528.flac,2.6,69126
US,glb_S_022590_085_2534.flac,3.2,83180
US,glb_S_022590_085_2536.flac,3.399958,90190
US,glb_S_022590_085_2544.flac,1.6,46788
US,glb_S_022598_095_4872.flac,3.1,85990
US,glb_S_022598_095_4873.flac,4.8,124369
US,glb_S_022598_095_4874.flac,4.4,121706
US,glb_S_022598_095_4875.flac,4.1,117529
US,glb_S_022598_095_4876.flac,2.6,71653
US,glb_S_022611_016_5022.flac,2.3,72167
US,glb_S_022611_016_5023.flac,4.1,108145
US,glb_S_022611_016_5024.flac,4.299958,124574
US,glb_S_022611_016_5025.flac,5.5,158018
US,glb_S_022662_043_388.flac,3.0,79264
US,glb_S_022662_043_389.flac,4.1,109373
US,glb_S_022662_043_390.flac,2.3,60689
US,glb_S_022662_043_391.flac,3.0,80166
US,glb_S_022662_043_392.flac,3.999958,103155
US,glb_S_022684_095_190.flac,3.8,99538
US,glb_S_022684_095_191.flac,2.5,60684
US,glb_S_022684_095_192.flac,2.4,68357
US,glb_S_022684_095_193.flac,2.2,62129
US,glb_S_022684_095_194.flac,1.9,55119
US,glb_S_022684_095_195.flac,1.3,40763
US,glb_S_022684_095_196.flac,4.1,116249
US,glb_S_022684_095_197.flac,2.4,63168
US,glb_S_022684_095_198.flac,3.499958,99119
US,glb_S_022684_095_199.flac,3.2,85263
US,glb_S_022684_095_200.flac,1.8,52043
US,glb_S_022684_095_201.flac,2.1,64538
US,glb_S_022684_095_202.flac,4.0,107372
US,glb_S_022684_095_203.flac,3.356,86431
US,glb_S_022701_044_3457.flac,4.4,107928
US,glb_S_022701_044_3458.flac,1.3,38431
US,glb_S_022701_044_3459.flac,3.2,85619
US,glb_S_022701_044_3460.flac,3.4,94451
US,glb_S_022701_044_3461.flac,4.2,113550
US,glb_S_022701_044_3462.flac,3.4,86776
US,glb_S_022701_044_3463.flac,2.1,58241
US,glb_S_022701_044_3464.flac,4.699958,122526
US,glb_S_022701_044_3465.flac,5.1,125146
US,glb_S_022701_044_3466.flac,3.1,85199
US,glb_S_022701_044_3467.flac,3.1,87449
US,glb_S_022701_044_3468.flac,2.7,72048
US,glb_S_022701_044_3469.flac,4.3,110824
US,glb_S_022701_044_3470.flac,3.4,88638
US,glb_S_022701_044_3471.flac,5.3,138856
US,glb_S_022701_044_3473.flac,4.5,118920
US,glb_S_022701_044_3474.flac,3.4,89343
US,glb_S_022701_044_3475.flac,4.9,123559
US,glb_S_022701_044_3477.flac,4.799958,119941
US,glb_S_022701_044_3478.flac,1.5,44377
US,glb_S_022707_068_108.flac,4.2,107964
US,glb_S_022707_068_109.flac,4.2,102327
US,glb_S_022726_075_3778.flac,3.8,101129
US,glb_S_022726_075_3779.flac,2.0,55724
US,glb_S_022730_061_4398.flac,2.7,73187
US,glb_S_022730_061_4399.flac,1.7,50513
US,glb_S_022730_061_4400.flac,2.7,64669
US,glb_S_022730_061_4401.flac,1.0,31409
US,glb_S_022806_011_3811.flac,1.676,48276
US,glb_S_022806_011_3812.flac,1.8,52918
US,glb_S_022810_036_900.flac,1.4,41581
US,glb_S_022810_036_901.flac,3.8,106318
US,glb_S_022810_036_902.flac,3.0,87412
US,glb_S_022810_036_903.flac,5.1,117821
US,glb_S_022810_036_904.flac,3.1,84308
US,glb_S_022854_091_40.flac,6.3,159874
US,glb_S_022854_091_41.flac,1.7,52028
US,glb_S_022854_091_42.flac,2.7,77685
US,glb_S_022854_091_43.flac,2.6,70209
US,glb_S_022857_066_1445.flac,1.9,56241
US,glb_S_022857_066_1446.flac,3.9,104178
US,glb_S_022857_066_1447.flac,5.3,137481
US,glb_S_022857_066_1448.flac,3.8,98027
US,glb_S_022863_042_4622.flac,3.4,101294
US,glb_S_022863_042_4623.flac,3.1,91002
US,glb_S_022863_042_4624.flac,3.6,102472
US,glb_S_022863_042_4625.flac,1.8,54364
US,glb_S_022863_042_4626.flac,3.0,88169
US,glb_S_022863_042_4627.flac,3.8,108031
US,glb_S_022863_042_4628.flac,1.7,52453
US,glb_S_022863_042_4629.flac,1.4,45131
US,glb_S_022925_044_3743.flac,3.2,88458
US,glb_S_022925_044_3744.flac,1.7,51361
US,glb_S_022925_044_3745.flac,3.3,88952
US,glb_S_022925_044_3746.flac,2.0,61093
US,glb_S_022925_044_3747.flac,2.7,83586
US,glb_S_022925_044_3748.flac,3.1,86737
US,glb_S_022925_044_3749.flac,3.3,89170
US,glb_S_022925_044_3750.flac,4.099958,117129
US,glb_S_022939_045_2850.flac,3.7,95774
US,glb_S_022939_045_2851.flac,6.0,150438
US,glb_S_022939_045_2852.flac,5.5,140305
US,glb_S_022939_045_2853.flac,3.4,86592
US,glb_S_022939_045_2854.flac,3.399958,91918
US,glb_S_022939_045_2855.flac,4.7,123050
US,glb_S_022939_045_2856.flac,4.1,101701
US,glb_S_022939_045_2857.flac,1.8,50055
US,glb_S_022939_045_2858.flac,4.8,127870
US,glb_S_022939_045_2859.flac,1.3,37746
US,glb_S_022939_045_2860.flac,2.7,66087
US,glb_S_022939_045_2861.flac,2.8,71411
US,glb_S_022939_045_2862.flac,4.0,98057
US,glb_S_022939_045_2863.flac,3.9,103768
US,glb_S_022939_045_2864.flac,2.7,75638
US,glb_S_022939_045_2865.flac,1.799958,45258
US,glb_S_022939_045_2866.flac,1.799958,52810
US,glb_S_022939_045_2867.flac,3.4,86558
US,glb_S_022939_045_2868.flac,1.9,50958
US,glb_S_022939_045_2869.flac,2.2,61163
US,glb_S_022995_071_1978.flac,4.0,108942
US,glb_S_022995_071_1979.flac,2.1,59837
US,glb_S_023048_078_4290.flac,0.9,29028
US,glb_S_023048_078_4291.flac,4.9,115151
US,glb_S_023048_078_4292.flac,3.8,99750
US,glb_S_023048_078_4293.flac,2.9,74193
US,glb_S_023073_040_4425.flac,2.2,59912
US,glb_S_023073_040_4426.flac,1.4,40991
US,glb_S_023073_040_4427.flac,2.5,70964
US,glb_S_023073_040_4428.flac,2.4,65413
US,glb_S_023089_006_3928.flac,2.2,58993
US,glb_S_023089_006_3929.flac,3.8,106168
US,glb_S_023089_006_3930.flac,4.499958,116179
US,glb_S_023089_006_3931.flac,4.2,115577
US,glb_S_023112_098_1523.flac,4.4,118153
US,glb_S_023112_098_1524.flac,3.8,109155
US,glb_S_023112_098_1525.flac,1.8,51998
US,glb_S_023112_098_1526.flac,1.7,47723
US,glb_S_023112_098_1527.flac,1.0,35348
US,glb_S_023112_098_1528.flac,5.300042,138430
US,glb_S_023112_098_1529.flac,2.1,62145
US,glb_S_023112_098_1530.flac,4.5,124154
US,glb_S_023118_054_4190.flac,3.6,93801
US,glb_S_023118_054_4191.flac,1.1,33881
US,glb_S_023118_054_4192.flac,2.1,65387
US,glb_S_023118_054_4193.flac,2.9,83372
US,glb_S_023118_054_4194.flac,1.4,41069
US,glb_S_023118_054_4195.flac,5.3,143513
US,glb_S_023118_054_4196.flac,1.7,49998
US,glb_S_023138_056_2209.flac,1.700042,47603
US,glb_S_023138_056_2210.flac,1.3,38077
US,glb_S_023138_056_2211.flac,3.1,84679
US,glb_S_023138_056_2212.flac,1.5,42330
US,glb_S_023138_056_2213.flac,1.0,30326
US,glb_S_023175_014_961.flac,0.9,31872
US,glb_S_023175_014_962.flac,4.5,120126
US,glb_S_023175_014_963.flac,5.3,146282
US,glb_S_023175_014_964.flac,1.9,58681
US,glb_S_023175_014_965.flac,4.3,116474
US,glb_S_023175_014_966.flac,0.6,24362
US,glb_S_023175_014_967.flac,2.1,64249
US,glb_S_023175_014_968.flac,3.1,89550
US,glb_S_023175_014_969.flac,5.9,168479
US,glb_S_023175_014_970.flac,4.099958,113110
US,glb_S_023175_014_971.flac,2.7,85645
US,glb_S_023207_097_1264.flac,1.5,43871
US,glb_S_023207_097_1265.flac,1.8,60152
US,glb_S_023207_097_1266.flac,1.1,34446
US,glb_S_023207_097_1267.flac,2.3,66762
US,glb_S_023207_097_1268.flac,1.6,49704
US,glb_S_023207_097_1269.flac,1.0,33235
US,glb_S_023207_097_1270.flac,1.2,35942
US,glb_S_023207_097_1271.flac,2.1,66432
US,glb_S_023207_097_1272.flac,1.4,41537
US,glb_S_023207_097_1273.flac,1.7,50905
US,glb_S_023261_089_2666.flac,3.1,84817
US,glb_S_023261_089_2667.flac,3.8,99520
US,glb_S_023261_089_2670.flac,3.3,89053
US,glb_S_023261_089_2671.flac,4.5,121200
US,glb_S_023261_089_2673.flac,5.7,156010
US,glb_S_023261_089_2676.flac,4.2,119756
US,glb_S_023261_089_2678.flac,3.7,101931
US,glb_S_023261_089_2681.flac,5.9,152364
US,glb_S_023261_089_2683.flac,4.2,113575
US,glb_S_023261_089_2686.flac,4.199958,108117
US,glb_S_023261_089_2688.flac,3.9,105184
US,glb_S_023261_089_2689.flac,2.3,62265
US,glb_S_023261_089_2690.flac,4.0,111124
US,glb_S_023261_089_2691.flac,4.399958,115267
US,glb_S_023261_089_2692.flac,5.6,150343
US,glb_S_023261_089_2697.flac,4.0,110806
US,glb_S_023261_089_2698.flac,5.5,145717
US,glb_S_023261_089_2699.flac,3.2,91133
US,glb_S_023261_089_2701.flac,1.9,48191
US,glb_S_023261_089_2703.flac,3.8,101644
US,glb_S_023280_004_2029.flac,1.8,50086
US,glb_S_023280_004_2030.flac,2.4,72675
US,glb_S_023280_004_2031.flac,5.1,144001
US,glb_S_023359_070_2918.flac,3.5,99919
US,glb_S_023359_070_2919.flac,4.7,134548
US,glb_S_023359_070_2920.flac,2.1,63664
US,glb_S_023359_070_2921.flac,3.4,99288
US,glb_S_023359_070_2925.flac,0.9,31109
US,glb_S_023359_070_2927.flac,4.9,139285
US,glb_S_023359_070_2928.flac,3.599958,103298
US,glb_S_023359_070_2930.flac,1.8,57578
US,glb_S_023359_070_2932.flac,4.5,127288
US,glb_S_023359_070_2935.flac,4.199958,120551
US,glb_S_023359_070_2936.flac,2.8,87308
US,glb_S_023359_070_2937.flac,3.7,99395
US,glb_S_023359_070_2938.flac,1.8,51762
US,glb_S_023359_070_2943.flac,1.2,38571
US,glb_S_023359_070_2944.flac,3.9,107379
US,glb_S_023359_070_2945.flac,3.0,90832
US,glb_S_023359_070_2951.flac,3.0,90858
US,glb_S_023359_070_2952.flac,2.1,65744
US,glb_S_023359_070_2953.flac,2.7,78572
US,glb_S_023359_070_2955.flac,2.800042,78223
US,glb_S_023452_002_2370.flac,3.3,82524
US,glb_S_023452_002_2371.flac,4.6,118509
US,glb_S_023452_002_2372.flac,3.4,91729
US,glb_S_023473_007_1215.flac,2.7,67684
US,glb_S_023473_007_1216.flac,2.8,74235
US,glb_S_023500_096_2432.flac,3.5,95270
US,glb_S_023500_096_2433.flac,4.5,115726
US,glb_S_023500_096_2434.flac,3.8,93906
US,glb_S_023500_096_2435.flac,2.2,63124
US,glb_S_023500_096_2436.flac,4.5,121869
US,glb_S_023526_056_503.flac,2.4,68757
US,glb_S_023526_056_504.flac,3.4,94748
US,glb_S_023526_056_505.flac,3.0,82528
US,glb_S_023539_091_3515.flac,2.3,66459
US,glb_S_023539_091_3522.flac,1.8,51442
US,glb_S_023539_091_3552.flac,2.1,58388
US,glb_S_023539_091_3553.flac,1.2,34824
US,glb_S_023539_091_3567.flac,3.5,92222
US,glb_S_023539_091_3578.flac,4.0,108795
US,glb_S_023539_091_3594.flac,1.0,31411
US,glb_S_023539_091_3600.flac,1.5,46251
US,glb_S_023539_091_3603.flac,1.6,44765
US,glb_S_023539_091_3605.flac,2.9,72299
US,glb_S_023539_091_3610.flac,3.0,77463
US,glb_S_023539_091_3614.flac,1.2,31348
US,glb_S_023539_091_3635.flac,1.5,46463
US,glb_S_023539_091_3677.flac,1.4,42482
US,glb_S_023539_091_3684.flac,1.3,41979
US,glb_S_023539_091_3691.flac,2.6,76042
US,glb_S_023539_091_3703.flac,1.1,32161
US,glb_S_023539_091_3707.flac,1.4,40858
US,glb_S_023539_091_3717.flac,2.572,70905
US,glb_S_023539_091_3723.flac,1.5,45494
US,saa_arabic38.mp3,32.026122,512834
US,saa_arabic45.mp3,41.195102,659538
US,saa_english104.mp3,19.591837,313886
US,saa_english106.mp3,22.83102,365713
US,saa_english114.mp3,20.871837,334366
US,saa_english124.mp3,18.912653,303019
US,saa_english126.mp3,19.043265,305109
US,saa_english128.mp3,23.327347,373654
US,saa_english139.mp3,23.562449,377416
US,saa_english149.mp3,20.610612,330186
US,saa_english151.mp3,27.820408,445543
US,saa_english155.mp3,20.767347,332694
US,saa_english160.mp3,21.890612,350666
US,saa_english18.mp3,20.871837,334366
US,saa_english186.mp3,21.24,340224
US,saa_english189.mp3,21.65551,346905
US,saa_english190.mp3,18.546939,297168
US,saa_english191.mp3,19.043265,305109
US,saa_english195.mp3,23.14449,370728
US,saa_english198.mp3,35.343673,565915
US,saa_english199.mp3,21.315918,341471
US,saa_english202.mp3,26.017959,416704
US,saa_english204.mp3,24.11102,386193
US,saa_english211.mp3,21.368163,342307
US,saa_english212.mp3,18.651429,298839
US,saa_english213.mp3,18.860408,302183
US,saa_english23.mp3,25.80898,413360
US,saa_english246.mp3,20.009796,320573
US,saa_english260.mp3,18.520816,296750
US,saa_english277.mp3,20.062041,321409
US,saa_english292.mp3,21.394286,342725
US,saa_english293.mp3,20.328,325632
US,saa_english311.mp3,22.386939,358608
US,saa_english321.mp3,19.905306,318901
US,saa_english325.mp3,25.835102,413778
US,saa_english328.mp3,18.442449,295496
US,saa_english341.mp3,18.964898,303855
US,saa_english344.mp3,24.764082,396642
US,saa_english347.mp3,24.42449,391208
US,saa_english349.mp3,22.778776,364877
US,saa_english357.mp3,20.352,326016
US,saa_english372.mp3,32.470204,519940
US,saa_english381.mp3,37.381224,598516
US,saa_english384.mp3,25.051429,401239
US,saa_english39.mp3,22.83102,365713
US,saa_english391.mp3,32.182857,515342
US,saa_english399.mp3,33.645714,538748
US,saa_english412.mp3,19.487347,312214
US,saa_english415.mp3,20.950204,335620
US,saa_english419.mp3,26.644898,426735
US,saa_english441.mp3,24.502857,392462
US,saa_english468.mp3,22.778776,364877
US,saa_english476.mp3,23.118367,370310
US,saa_english481.mp3,35.108571,562154
US,saa_english493.mp3,21.368163,342542
US,saa_english497.mp3,31.817143,509491
US,saa_english501.mp3,26.096327,417958
US,saa_english506.mp3,26.331429,421719
US,saa_english521.mp3,22.491429,360279
US,saa_english525.mp3,22.700408,363623
US,saa_english530.mp3,25.835102,413778
US,saa_english532.mp3,21.315918,341471
US,saa_english536.mp3,20.976327,336038
US,saa_english545.mp3,21.472653,343979
US,saa_english547.mp3,27.533061,440946
US,saa_english562.mp3,25.129796,402493
US,saa_english570.mp3,22.360816,358190
US,saa_english571.mp3,22.517551,360697
US,saa_english577.mp3,21.054694,337292
US,saa_english6.mp3,25.6,410017
US,saa_english62.mp3,22.334694,357772
US,saa_english63.mp3,20.37551,326425
US,saa_english65.mp3,20.662857,331022
US,saa_english68.mp3,21.681633,347323
US,saa_english71.mp3,23.066122,369474
US,saa_english86.mp3,22.177959,355264
US,saa_english99.mp3,22.073469,353592
US,saa_mandarin58.mp3,19.8,317184
US,saa_twi5.mp3,22.857143,366131
US,saa_yupik1.mp3,24.163265,387029
UK,glb_S_000057_058_213.flac,2.5,66124
UK,glb_S_000057_058_214.flac,1.3,37279
UK,glb_S_000057_058_215.flac,3.2,82778
UK,glb_S_000057_058_216.flac,1.2,36747
UK,glb_S_000080_034_4858.flac,2.8,77092
UK,glb_S_000080_034_4862.flac,2.6,68547
UK,glb_S_000080_034_4863.flac,1.9,54747
UK,glb_S_000080_034_4865.flac,2.3,61147
UK,glb_S_000080_034_4866.flac,1.4,41654
UK,glb_S_000080_034_4867.flac,1.9,49363
UK,glb_S_000080_034_4870.flac,2.6,74840
UK,glb_S_000080_034_4872.flac,2.9,78966
UK,glb_S_000080_034_4874.flac,4.2,111321
UK,glb_S_000080_034_4876.flac,3.399958,91697
UK,glb_S_000080_034_4878.flac,3.0,83249
UK,glb_S_000080_034_4879.flac,3.0,80759
UK,glb_S_000080_034_4880.flac,3.1,83039
UK,glb_S_000080_034_4881.flac,1.0,31631
UK,glb_S_000080_034_4883.flac,4.7,120814
UK,glb_S_000080_034_4884.flac,3.3,87457
UK,glb_S_000080_034_4885.flac,3.299958,98052
UK,glb_S_000080_034_4886.flac,2.600042,74567
UK,glb_S_000080_034_4887.flac,3.1,81960
UK,glb_S_000080_034_4889.flac,2.2,60957
UK,glb_S_000086_082_4143.flac,4.0,106864
UK,glb_S_000086_082_4158.flac,5.2,141906
UK,glb_S_000086_082_4161.flac,3.9,111816
UK,glb_S_000086_082_4177.flac,1.5,45475
UK,glb_S_000086_082_4178.flac,3.8,100148
UK,glb_S_000086_082_4182.flac,2.9,85524
UK,glb_S_000086_082_4193.flac,4.6,124424
UK,glb_S_000086_082_4198.flac,5.099917,128645
UK,glb_S_000086_082_4201.flac,3.7,102723
UK,glb_S_000086_082_4207.flac,5.1,129843
UK,glb_S_000086_082_4208.flac,1.5,44759
UK,glb_S_000086_082_4213.flac,3.4,94385
UK,glb_S_000086_082_4218.flac,5.399958,144324
UK,glb_S_000086_082_4222.flac,2.7,76224
UK,glb_S_000086_082_4224.flac,5.1,133122
UK,glb_S_000086_082_4227.flac,3.6,99492
UK,glb_S_000086_082_4230.flac,2.6,75129
UK,glb_S_000086_082_4231.flac,5.3,139223
UK,glb_S_000086_082_4234.flac,4.7,126247
UK,glb_S_000086_082_4239.flac,4.0,116401
UK,glb_S_000099_068_4861.flac,4.5,124729
UK,glb_S_000099_068_4862.flac,3.0,82593
UK,glb_S_000099_068_4863.flac,2.7,78592
UK,glb_S_000099_068_4864.flac,4.399958,119879
UK,glb_S_000099_068_4865.flac,4.2,105893
UK,glb_S_000111_006_3579.flac,4.300042,114195
UK,glb_S_000111_006_3580.flac,5.1,129401
UK,glb_S_000111_006_3581.flac,3.8,103944
UK,glb_S_000111_006_3582.flac,2.8,74990
UK,glb_S_000119_022_1820.flac,2.3,63147
UK,glb_S_000119_022_1821.flac,2.4,65136
UK,glb_S_000119_022_1822.flac,3.0,77338
UK,glb_S_000119_022_1823.flac,3.899958,105393
UK,glb_S_000119_022_1824.flac,3.2,84351
UK,glb_S_000119_022_1825.flac,3.4,77428
UK,glb_S_000119_022_1826.flac,3.799958,102738
UK,glb_S_000119_022_1827.flac,3.5,93537
UK,glb_S_000119_022_1828.flac,2.6,71683
UK,glb_S_000119_022_1829.flac,3.3,82673
UK,glb_S_000119_022_1830.flac,4.5,108288
UK,glb_S_000119_022_1831.flac,2.4,60617
UK,glb_S_000119_022_1832.flac,4.4,119621
UK,glb_S_000129_067_196.flac,2.0,58827
UK,glb_S_000129_067_201.flac,3.400042,95714
UK,glb_S_000129_067_203.flac,1.399958,42271
UK,glb_S_000129_067_204.flac,3.2,85846
UK,glb_S_000129_067_206.flac,4.0,105527
UK,glb_S_000129_067_209.flac,6.5,171467
UK,glb_S_000129_067_216.flac,4.4,112197
UK,glb_S_000129_067_217.flac,3.5,82955
UK,glb_S_000129_067_219.flac,3.9,105590
